Puan,Yorum
"4,5",Filmde trajedi hat safhada. Duygusal bir insanın kalbini delik deşik edebilir ve en nihayetinde ağlayabilirsiniz. Konusu da özenle yazılmış ve finale ustalıkla bağlanmış. Elbette oyunculardan bahsetmeden geçemicem. Kelimenin tek manası ile muazzam. Oyunculuk sınırlarını zorlamış olmalılar. Gerçekten insan film değilde gerçekmiş gibi algılayabiliyor. Zaten beni de alıp götüren şey budur. Filmin hissettirdiklerinin ne kadarını alabiliyorsunuz? mesele budur... Sonuç olarak biraz uzun olduğunda yarım yıldız kırdım.. İzlemeli ve izlettirmelisiniz...
"3,0","çok fazla dram ağırlıklı bir filim ama verdiği mesaj çok iyi bir hint filmi ve dram sevmeyenler için çok sıkıcı gelebilir 10 üz. 6,7"
"4,5","Bir kaç saniyeliğine gözlerinizi kapatın ve düşünün. Yeni doğmuş bir bebeği düşünün. Göremiyor ve duyamıyor.Bir vücuttan çıkıyorsunuz, bir şeyler sizi tutuyor, dokunuyor, henüz hiçbir şeyin farkında değilsin. Aradan yıllar geçiyor. Kendini keşfetmeye başlıyorsun, senden çıkan uzantıları fark ediyorsun. Dokunma duygusunu keşfediyorsun. Hissediyorsun. Ama hala bunları ne olduğunu bilmiyorsun. Ne görebiliyor, ne duyabiliyorsun. Sadece bir şeyler hissediyorsun. Birileri sana yemek veriyor. Bilmediğin bu maddeler senin açlığını gideriyor. Onları seviyorsun. Su veriyorlar sana, evet su vücuduna değdiğinde de korkuyorsun. Akıp giden bir madde. Suyu öğreniyorsun faydalı bir şey. İçilebiliyor. Etrafında neler olup bittiğinden hiç haberin yok. Sürekli yeni cisimlere dokunuyorsun. Yeni şeyler keşfediyorsun. Birileri sana sürekli iyi davranıyor. Yediriyor, içiriyor, sana bakıyor. Bu kişi seni seviyor olmalı. Sevmek mi o da ne ki ? Sevgi nasıl bir şeydir ki. Tutabilir misin. Bu kişi annen ama sen bunu bilmiyorsun. Evet senin bir baban da var. Sakallarını tuttuğun,  seni kucağına alan bir baban var. Senin için o sadece bir cisim. Sürekli çevrende dolaşan bir insan. O da iyi biri olsa gerek. Her gün, her saniye her anın senin için aynı. O çevrende dolaşanlara bir şeyler anlatmak istiyorsun, ama bunu nasıl yapabilirsin ki. Nasıl anlaşacaksın onlarla. Onlara sormak istiyorsun ben neyim, burası nasıl bir yer. Amacımız ne...Kendimi onların yerine koymak istedim ama gerçekten beceremedim. Saçmaladım büyük ihtimalle ama gerçekten onların ne hissettiklerini nereden bilebiliriz ki. Film izlediğim en iyi Hint filmiydi. İzlediğim dram filmleri arasında da en sağlamlarından biriydi. Filmin hikayesi çok sağlam. Çok dramatik ve hüzünlü. Helen Keller adında gerçekten bu şekilde yaşamış ve çok başarılı bir kariyere sahip bir kadın var. Bu filmde odan esinlenmiş. Aşırı duygu yüklü bir film. Ayrıca tam anlamıyla bir oyunculuk resitali var. Kusursuz oyunculuklar. Öğretmen ve kızın küçük ve büyük halini oynayan kişiler tam anlamıyla döktürmüş. Herkesin mutlaka izlemesi lazım. Anlatılmaz yaşanır. Organlarınızın kıymetini bilin, şükredin...   İyi seyirler...  8.5/10"
"3,5",Ölmeden önce izlenecek bir film falan kesinlikle değil. Filmin konusu iyi ama film ve oyunculuklar çok kötü kızın oyunculuğuna bir türlü anlam veremedim sağır ve kör olan bir kız neden deli gibi davranıyor onuda anlamış değilim. İzlemesenizde olur. Ama bu türde iki film önerebilirim sizlere.Can dostumİçimdeki deniz
"5,0",Son 5 dakika ağlamamak elde değil izleyin izlettirin hayatımda izlediğim en güzel filmlerden biri...
"5,0","Rani Mukerji ve  Amitabh Bachchan'ın harika performansları ile hayran olduğum film, mutlaka izlenmeli... Türkiye'de de yapmaya çalıştılar, ama ..... Orijinalini izlerseniz ne demek istediğimi anlarsınız..."
"5,0","Oldukça azim, mücadele..  Beni yıkan öğretmenin öpme sahnesinden sonra kızın o an için yazdıkları...  12 yıl bulamıyor çünkü...  İtibar budur.  Çok sağlam bir öyküsü var.  İzledikten sonra yüzüm,  gözüm tuzdan aşınmıştı.  Abartmıyorum..  Hele o mezun olduktan sonra konuşması..  Kahırdan ölürsün...  Tebrik ederim yönetmeni,  oyuncuları ve gerçek hayatta böyle bir yaşantısı olmuş olan helen i..  Siz mucizesiniz.."
"5,0","diğer bütün filmler bir yana, ""black"" bir yana. ikinci olarak en çok beğendiğim film ise ""gözlerindeki sır""dır."
"5,0","Film hakkında yapabileceğim tüm yorumlar yazılmış. İlk birkaç dakika güzel bir film olmadığını düşünmüştüm, umarım pişman olmam demiştim. Asıl izlemeden ölseymişim pişman olurmuşum. Sonsuz yıldızı hakediyor film. Beni en çok etkileyen eğitmenin azmi, yazılan duygusal mektuplar oldu. Mektupları derleyip blogumda paylaştım. Okumak isterseniz: https://hayalesiirler.blogspot.com/2019/02/siyah-black.html"
"5,0","Kelimelere o kadar takıldık ki davranışlarımızın önemini idrak edemedik. Sizin hiç iyilik yapmak için bir fırsatınız oldu mu? Mr. Sahai, Micheil'in öğretmeniyken öğretmenden daha fazlası... Bizlerin bildiği hangi öğretmen tüm hayatından feragat ederek bir başkasının hayatını kazanmasına yardım eder ki? Peki yapılan iyilikler karşılıksız kalır mı? Mr. Sahai için zamanı geldiğinde Michheil görevinin başına geçmek için hazırdı. Bir noktaya daha değinmek istiyorum filmin birçok sahnesinde kelebek etkisiyle karşılaşmaktayız; dikkat etmeniz yeterli olacaktır.  Filmdeki oyunculukların yeterince samimi olduğunu düşünmekteyim, zira ağlamakta güçlük çeken birisi olarak gözlerim çok kez doldu. Sadece çekimlerin daha kaliteli olmasını isterdim. Kör ve sağır birisine nasıl davranılması gerektiği, alzheimer birisine de nasıl davranılmaması gerektiğini, evlat ayrımını yapmak istemesek bile nasıl da yaptığımızı ve daha birçok şey gözler önüne serilmektedir.  Filmde gördüklerimiz hepimizin kaderinde yer edinebilir. Empati yeteneğimizi aktifleştirebileceğiniz bir film..."
"3,5","Okuduğum yorumlarda gördüğüme göre herkes bu filmin orijinali diye biliyor. Ama Bu Filmin alıntısı 1962 yapımı ""The Miravle Worker"" Filmidir. Ve bu film en iyi kadın oyuncu ve ne iyi yardımcı kadın oyunucu olarak 2 dalda oscar ödülü kazanmıştır. Ve gerçek yaşanmış bir hikayeden filme uarlanmıştır. Saygışar"
"5,0","ÖLMEDEN EVVEL İZLENECEK FİLMLERİN EN BAŞINDA GELİR BU FİLM EĞER BU BAŞYAPIT BİR HİNT FİLMİ DEĞİLDE AMERİKAN FİLMİ OLSAYDI EN AZ 8 DALDA OSCAR ALIRDI Bir kaç saniyeliğine gözlerinizi kapatın ve düşünün. Yeni doğmuş bir bebeği düşünün. Göremiyor ve duyamıyor.Bir vücuttan çıkıyorsunuz, bir şeyler sizi tutuyor, dokunuyor, henüz hiçbir şeyin farkında değilsin. Aradan yıllar geçiyor. Kendini keşfetmeye başlıyorsun, senden çıkan uzantıları fark ediyorsun. Dokunma duygusunu keşfediyorsun. Hissediyorsun. Ama hala bunları ne olduğunu bilmiyorsun. Ne görebiliyor, ne duyabiliyorsun. Sadece bir şeyler hissediyorsun. Birileri sana yemek veriyor. Bilmediğin bu maddeler senin açlığını gideriyor. Onları seviyorsun. Su veriyorlar sana, evet su vücuduna değdiğinde de korkuyorsun. Akıp giden bir madde. Suyu öğreniyorsun faydalı bir şey. İçilebiliyor. Etrafında neler olup bittiğinden hiç haberin yok. Sürekli yeni cisimlere dokunuyorsun. Yeni şeyler keşfediyorsun. Birileri sana sürekli iyi davranıyor. Yediriyor, içiriyor, sana bakıyor. Bu kişi seni seviyor olmalı. Sevmek mi o da ne ki ? Sevgi nasıl bir şeydir ki. Tutabilir misin. Bu kişi annen ama sen bunu bilmiyorsun. Evet senin bir baban da var. Sakallarını tuttuğun, seni kucağına alan bir baban var. Senin için o sadece bir cisim. Sürekli çevrende dolaşan bir insan. O da iyi biri olsa gerek. Her gün, her saniye her anın senin için aynı. O çevrende dolaşanlara bir şeyler anlatmak istiyorsun, ama bunu nasıl yapabilirsin ki. Nasıl anlaşacaksın onlarla. Onlara sormak istiyorsun ben neyim, burası nasıl bir yer. Amacımız ne...Aşırı duygu yüklü bir film. Ayrıca tam anlamıyla bir oyunculuk resitali var. Kusursuz oyunculuklar. Öğretmen ve kızın küçük ve büyük halini oynayan kişiler tam anlamıyla döktürmüş. Herkesin mutlaka izlemesi lazım. Anlatılmaz yaşanır. Organlarınızın kıymetini bilin, şükredin..Black' yani Siyah nedir? Sadece bir renk mi yoksa aklımızda, ruhumuzda çağrıştırdığı veya yarattığı o karanlık, o boşluk mu? O boşluğu, o karanlığı nasıl ve neyle doldurur insan; sanıyoruz ki sadece beş duyumuz ve duygularımızla dolarsa anlam kazanır o boşluk, veya aydınlanıverir o karanlık. Peki ya onlar yoksa? Onların yokluğu mudur karanlık, bunu mu tanımlar Siyah/Black ?. Bu film aslında beş duyuya ve sahip olan biz insanların o karanlığı veya boşluğu anlamlandırmakta bütün duyu ve duygularımızla ne kadar yetersiz olduğumuzu anlatmaktadır işte.Hindistan'da yaşayan ve Hindistan'da yaşayan her Anglo-Hint aile gibi iyi durumda olan bir ailenin kızı olarak dünyaya gelen Michelle McNally, bebekken geçirdiği bir hastalık sonucu görme ve duyma yetilerini tamamen kaybetmiştir ve duyamadığı için konuşamaz da. Üstelik bütün bu yitik duyular onda duygusal olarak da bir yıkıma sebep olmuş ve çok sinirli, saldırgan, etrafıyla iletişim kuramayan ve kurmayı da reddeden bir genç kıza dönüştürmüştür onu zamanla. Ailesinin ve ona yardımcı olmak üzere tuttukları birkaç öğretmenin de hiç yardımcı olmadıkları Michelle, sadece kendi karanlığına ve sessizliğine değil anne-babasının karanlığına da hapsolmuş durumdadır. İşte bu aşamada ailesi, hem onu hem de kendilerini bu karanlıktan çıkaracak, konusunda uzman ama farklı yöntemlere sahip yeni bir öğretmen tutarlar kızları için. Ve bu inanılmaz öğretmen daha geldiği ilk günden itibaren farklılığını ortaya koyarak, bu saldırgan, sinirli ve içine kapanık kıza 'su'yu, 'yağmur'u gösterir ve dinletir. Bu, uzun yıllar hatta ömür boyu sürecek bir dersin başlangıcıdır; öyle ki bu dersi ancak Ölü Ozanlar Derneği'nin dersleri ile karşılaştırabiliriz. Ama ne Michelle McNally, Ölü Ozanlar Derneği'nin bütün duyuları açık öğrencilerine benzer, ne de öğretmeni Debraj Sahai, Ölü Ozanlar Derneği'nin ayrıksı öğretmeni John Keating' e benzer! Debraj Sahai kendi ömrünü bir 'öğrencisine' dönüştürürken, John Keating öğrencilerini kendisine dönüştürür. Kendi ömrünü Michelle'in görüp duymasına ve bunları dillendirmesine adayan Debraj, karşısına çıkan bütün engellere rağmen onun gören, duyan, konuşan bir insan olmasını sağlar; karanlığının aydınlanmasına ve boşluğunun dolmasına yardımcı olur. Oysa Debraj'ın yaptığı tek şey Michelle'ye 'hissetmesini' öğretmektir; hissettiği şeyleri görmesini, duymasını ve anlatmasını öğretmektir. Belki de bütün duyuları sağlam ve yerinde olan insanların kaybedip de adına '6.his' dediği duyusunu açmaktır ve aslında bu duyunun hiçbir olağanüstülüğü/doğaüstülüğü yoktur; o sadece 'hissetmektir'; yaşamı, dünyayı, insanlığı, doğayı, evreni hissetmektir.Filmin dili ve anlatımı da bu yöndedir; sanki bir şiiri dinler gibi izlersiniz önünüzde akan görüntüleri. Bir yönetmen değil de sanki bir şairdir filmini izlediğiniz. Michelle'nin iç dünyası ne kadar karanlıksa, filmin dünyası da o derece aydınlıktır, ve bu aydınlıktır onun dünyasını da aydınlatacak olan; önemli olan bu aydınlığı hissetmektir. Filmin sonunda kendi içindeki bu aydınlığı, yavaş yavaş kendi aydınlığını kaybetmeye başlayan öğretmenine 'hissettirmeye' çalışacaktır. Film boyunca nasıl Michelle'in dönüşümünü izlemişsek, filmin sonunda da Debraj'ın dönüşümüne ve karanlığa hapsolmasına şahit oluruz. Artık Debraj bir öğrenciye, Michelle de bir öğretmene dönüşmüştür ve Michelle'in dersi de şimdi başlamaktadır.Helen Keller'ın gerçek/yaşanmış hikayelerinden yola çıkan, 1962 ABD yapımı The Miracle Worker isimli siyah-beyaz filmin bir yeniden çekimi. Ama doğrusu, Black'in orjinal filmden çok daha iyi olduğunu söyleyebilirim.Hep uzakdoğudan çalıp çırpan Amerikalılar'dan görmeye alıştığımız yeniden çevrim, bu sefer tam tersi yönde ve çok daha iyi olarak karşımıza çıkıyor. Üstelik filmin gerçek bir hikayeyi anlatması da, ""hadi canım olur mu?"" dememize engel oluyor. Demek içimizde bir yerlerde gerçekten bir ""6.his""simiz varmış. Genelde abartılı oyunculukları (mimikler, beden hareketleri) eleştirilen Hintli oyuncuların canlandırmaları da bu filme, tabiri caizse cuk oturmuş. Yoksa kör ve sağır bir kıza dünyayı, yaşamı nasıl anlatırdınız ? Bollwood sinemasından çıkan bu film etiketinde belirttiği üzere dram konusunu öyle bir işliyor,vermek istediği mesajı seyirciye öyle dokunaklı şekilde hissettiriyorki büyüsüne kapılmamak mümkün değil.Bollwood sinemasının izlemiş olduğum açık ara en iyi filmiydi.Debraj'ın da dediği gibi; '' Ona sözcüklerden bir kanat takacağım Bayan Nair, uçmayı öğreteceğim '' 10 / 9.5"
"4,5",Filmde trajedi hat safhada. Duygusal bir insanın kalbini delik deşik edebilir ve en nihayetinde ağlayabilirsiniz. Konusu da özenle yazılmış ve finale ustalıkla bağlanmış. Elbette oyunculardan bahsetmeden geçemicem. Kelimenin tek manası ile muazzam. Oyunculuk sınırlarını zorlamış olmalılar. Gerçekten insan film değilde gerçekmiş gibi algılayabiliyor. Zaten beni de alıp götüren şey budur. Filmin hissettirdiklerinin ne kadarını alabiliyorsunuz? mesele budur... Sonuç olarak biraz uzun olduğunda yarım yıldız kırdım.. İzlemeli ve izlettirmelisiniz...
"3,0","çok fazla dram ağırlıklı bir filim ama verdiği mesaj çok iyi bir hint filmi ve dram sevmeyenler için çok sıkıcı gelebilir 10 üz. 6,7"
"4,5","Bir kaç saniyeliğine gözlerinizi kapatın ve düşünün. Yeni doğmuş bir bebeği düşünün. Göremiyor ve duyamıyor.Bir vücuttan çıkıyorsunuz, bir şeyler sizi tutuyor, dokunuyor, henüz hiçbir şeyin farkında değilsin. Aradan yıllar geçiyor. Kendini keşfetmeye başlıyorsun, senden çıkan uzantıları fark ediyorsun. Dokunma duygusunu keşfediyorsun. Hissediyorsun. Ama hala bunları ne olduğunu bilmiyorsun. Ne görebiliyor, ne duyabiliyorsun. Sadece bir şeyler hissediyorsun. Birileri sana yemek veriyor. Bilmediğin bu maddeler senin açlığını gideriyor. Onları seviyorsun. Su veriyorlar sana, evet su vücuduna değdiğinde de korkuyorsun. Akıp giden bir madde. Suyu öğreniyorsun faydalı bir şey. İçilebiliyor. Etrafında neler olup bittiğinden hiç haberin yok. Sürekli yeni cisimlere dokunuyorsun. Yeni şeyler keşfediyorsun. Birileri sana sürekli iyi davranıyor. Yediriyor, içiriyor, sana bakıyor. Bu kişi seni seviyor olmalı. Sevmek mi o da ne ki ? Sevgi nasıl bir şeydir ki. Tutabilir misin. Bu kişi annen ama sen bunu bilmiyorsun. Evet senin bir baban da var. Sakallarını tuttuğun,  seni kucağına alan bir baban var. Senin için o sadece bir cisim. Sürekli çevrende dolaşan bir insan. O da iyi biri olsa gerek. Her gün, her saniye her anın senin için aynı. O çevrende dolaşanlara bir şeyler anlatmak istiyorsun, ama bunu nasıl yapabilirsin ki. Nasıl anlaşacaksın onlarla. Onlara sormak istiyorsun ben neyim, burası nasıl bir yer. Amacımız ne...Kendimi onların yerine koymak istedim ama gerçekten beceremedim. Saçmaladım büyük ihtimalle ama gerçekten onların ne hissettiklerini nereden bilebiliriz ki. Film izlediğim en iyi Hint filmiydi. İzlediğim dram filmleri arasında da en sağlamlarından biriydi. Filmin hikayesi çok sağlam. Çok dramatik ve hüzünlü. Helen Keller adında gerçekten bu şekilde yaşamış ve çok başarılı bir kariyere sahip bir kadın var. Bu filmde odan esinlenmiş. Aşırı duygu yüklü bir film. Ayrıca tam anlamıyla bir oyunculuk resitali var. Kusursuz oyunculuklar. Öğretmen ve kızın küçük ve büyük halini oynayan kişiler tam anlamıyla döktürmüş. Herkesin mutlaka izlemesi lazım. Anlatılmaz yaşanır. Organlarınızın kıymetini bilin, şükredin...   İyi seyirler...  8.5/10"
"3,5",Ölmeden önce izlenecek bir film falan kesinlikle değil. Filmin konusu iyi ama film ve oyunculuklar çok kötü kızın oyunculuğuna bir türlü anlam veremedim sağır ve kör olan bir kız neden deli gibi davranıyor onuda anlamış değilim. İzlemesenizde olur. Ama bu türde iki film önerebilirim sizlere.Can dostumİçimdeki deniz
"5,0",Son 5 dakika ağlamamak elde değil izleyin izlettirin hayatımda izlediğim en güzel filmlerden biri...
"5,0","Rani Mukerji ve  Amitabh Bachchan'ın harika performansları ile hayran olduğum film, mutlaka izlenmeli... Türkiye'de de yapmaya çalıştılar, ama ..... Orijinalini izlerseniz ne demek istediğimi anlarsınız..."
"5,0","Oldukça azim, mücadele..  Beni yıkan öğretmenin öpme sahnesinden sonra kızın o an için yazdıkları...  12 yıl bulamıyor çünkü...  İtibar budur.  Çok sağlam bir öyküsü var.  İzledikten sonra yüzüm,  gözüm tuzdan aşınmıştı.  Abartmıyorum..  Hele o mezun olduktan sonra konuşması..  Kahırdan ölürsün...  Tebrik ederim yönetmeni,  oyuncuları ve gerçek hayatta böyle bir yaşantısı olmuş olan helen i..  Siz mucizesiniz.."
"5,0","diğer bütün filmler bir yana, ""black"" bir yana. ikinci olarak en çok beğendiğim film ise ""gözlerindeki sır""dır."
"5,0","Film hakkında yapabileceğim tüm yorumlar yazılmış. İlk birkaç dakika güzel bir film olmadığını düşünmüştüm, umarım pişman olmam demiştim. Asıl izlemeden ölseymişim pişman olurmuşum. Sonsuz yıldızı hakediyor film. Beni en çok etkileyen eğitmenin azmi, yazılan duygusal mektuplar oldu. Mektupları derleyip blogumda paylaştım. Okumak isterseniz: https://hayalesiirler.blogspot.com/2019/02/siyah-black.html"
"5,0","Kelimelere o kadar takıldık ki davranışlarımızın önemini idrak edemedik. Sizin hiç iyilik yapmak için bir fırsatınız oldu mu? Mr. Sahai, Micheil'in öğretmeniyken öğretmenden daha fazlası... Bizlerin bildiği hangi öğretmen tüm hayatından feragat ederek bir başkasının hayatını kazanmasına yardım eder ki? Peki yapılan iyilikler karşılıksız kalır mı? Mr. Sahai için zamanı geldiğinde Michheil görevinin başına geçmek için hazırdı. Bir noktaya daha değinmek istiyorum filmin birçok sahnesinde kelebek etkisiyle karşılaşmaktayız; dikkat etmeniz yeterli olacaktır.  Filmdeki oyunculukların yeterince samimi olduğunu düşünmekteyim, zira ağlamakta güçlük çeken birisi olarak gözlerim çok kez doldu. Sadece çekimlerin daha kaliteli olmasını isterdim. Kör ve sağır birisine nasıl davranılması gerektiği, alzheimer birisine de nasıl davranılmaması gerektiğini, evlat ayrımını yapmak istemesek bile nasıl da yaptığımızı ve daha birçok şey gözler önüne serilmektedir.  Filmde gördüklerimiz hepimizin kaderinde yer edinebilir. Empati yeteneğimizi aktifleştirebileceğiniz bir film..."
"3,5","Okuduğum yorumlarda gördüğüme göre herkes bu filmin orijinali diye biliyor. Ama Bu Filmin alıntısı 1962 yapımı ""The Miravle Worker"" Filmidir. Ve bu film en iyi kadın oyuncu ve ne iyi yardımcı kadın oyunucu olarak 2 dalda oscar ödülü kazanmıştır. Ve gerçek yaşanmış bir hikayeden filme uarlanmıştır. Saygışar"
"5,0","ÖLMEDEN EVVEL İZLENECEK FİLMLERİN EN BAŞINDA GELİR BU FİLM EĞER BU BAŞYAPIT BİR HİNT FİLMİ DEĞİLDE AMERİKAN FİLMİ OLSAYDI EN AZ 8 DALDA OSCAR ALIRDI Bir kaç saniyeliğine gözlerinizi kapatın ve düşünün. Yeni doğmuş bir bebeği düşünün. Göremiyor ve duyamıyor.Bir vücuttan çıkıyorsunuz, bir şeyler sizi tutuyor, dokunuyor, henüz hiçbir şeyin farkında değilsin. Aradan yıllar geçiyor. Kendini keşfetmeye başlıyorsun, senden çıkan uzantıları fark ediyorsun. Dokunma duygusunu keşfediyorsun. Hissediyorsun. Ama hala bunları ne olduğunu bilmiyorsun. Ne görebiliyor, ne duyabiliyorsun. Sadece bir şeyler hissediyorsun. Birileri sana yemek veriyor. Bilmediğin bu maddeler senin açlığını gideriyor. Onları seviyorsun. Su veriyorlar sana, evet su vücuduna değdiğinde de korkuyorsun. Akıp giden bir madde. Suyu öğreniyorsun faydalı bir şey. İçilebiliyor. Etrafında neler olup bittiğinden hiç haberin yok. Sürekli yeni cisimlere dokunuyorsun. Yeni şeyler keşfediyorsun. Birileri sana sürekli iyi davranıyor. Yediriyor, içiriyor, sana bakıyor. Bu kişi seni seviyor olmalı. Sevmek mi o da ne ki ? Sevgi nasıl bir şeydir ki. Tutabilir misin. Bu kişi annen ama sen bunu bilmiyorsun. Evet senin bir baban da var. Sakallarını tuttuğun, seni kucağına alan bir baban var. Senin için o sadece bir cisim. Sürekli çevrende dolaşan bir insan. O da iyi biri olsa gerek. Her gün, her saniye her anın senin için aynı. O çevrende dolaşanlara bir şeyler anlatmak istiyorsun, ama bunu nasıl yapabilirsin ki. Nasıl anlaşacaksın onlarla. Onlara sormak istiyorsun ben neyim, burası nasıl bir yer. Amacımız ne...Aşırı duygu yüklü bir film. Ayrıca tam anlamıyla bir oyunculuk resitali var. Kusursuz oyunculuklar. Öğretmen ve kızın küçük ve büyük halini oynayan kişiler tam anlamıyla döktürmüş. Herkesin mutlaka izlemesi lazım. Anlatılmaz yaşanır. Organlarınızın kıymetini bilin, şükredin..Black' yani Siyah nedir? Sadece bir renk mi yoksa aklımızda, ruhumuzda çağrıştırdığı veya yarattığı o karanlık, o boşluk mu? O boşluğu, o karanlığı nasıl ve neyle doldurur insan; sanıyoruz ki sadece beş duyumuz ve duygularımızla dolarsa anlam kazanır o boşluk, veya aydınlanıverir o karanlık. Peki ya onlar yoksa? Onların yokluğu mudur karanlık, bunu mu tanımlar Siyah/Black ?. Bu film aslında beş duyuya ve sahip olan biz insanların o karanlığı veya boşluğu anlamlandırmakta bütün duyu ve duygularımızla ne kadar yetersiz olduğumuzu anlatmaktadır işte.Hindistan'da yaşayan ve Hindistan'da yaşayan her Anglo-Hint aile gibi iyi durumda olan bir ailenin kızı olarak dünyaya gelen Michelle McNally, bebekken geçirdiği bir hastalık sonucu görme ve duyma yetilerini tamamen kaybetmiştir ve duyamadığı için konuşamaz da. Üstelik bütün bu yitik duyular onda duygusal olarak da bir yıkıma sebep olmuş ve çok sinirli, saldırgan, etrafıyla iletişim kuramayan ve kurmayı da reddeden bir genç kıza dönüştürmüştür onu zamanla. Ailesinin ve ona yardımcı olmak üzere tuttukları birkaç öğretmenin de hiç yardımcı olmadıkları Michelle, sadece kendi karanlığına ve sessizliğine değil anne-babasının karanlığına da hapsolmuş durumdadır. İşte bu aşamada ailesi, hem onu hem de kendilerini bu karanlıktan çıkaracak, konusunda uzman ama farklı yöntemlere sahip yeni bir öğretmen tutarlar kızları için. Ve bu inanılmaz öğretmen daha geldiği ilk günden itibaren farklılığını ortaya koyarak, bu saldırgan, sinirli ve içine kapanık kıza 'su'yu, 'yağmur'u gösterir ve dinletir. Bu, uzun yıllar hatta ömür boyu sürecek bir dersin başlangıcıdır; öyle ki bu dersi ancak Ölü Ozanlar Derneği'nin dersleri ile karşılaştırabiliriz. Ama ne Michelle McNally, Ölü Ozanlar Derneği'nin bütün duyuları açık öğrencilerine benzer, ne de öğretmeni Debraj Sahai, Ölü Ozanlar Derneği'nin ayrıksı öğretmeni John Keating' e benzer! Debraj Sahai kendi ömrünü bir 'öğrencisine' dönüştürürken, John Keating öğrencilerini kendisine dönüştürür. Kendi ömrünü Michelle'in görüp duymasına ve bunları dillendirmesine adayan Debraj, karşısına çıkan bütün engellere rağmen onun gören, duyan, konuşan bir insan olmasını sağlar; karanlığının aydınlanmasına ve boşluğunun dolmasına yardımcı olur. Oysa Debraj'ın yaptığı tek şey Michelle'ye 'hissetmesini' öğretmektir; hissettiği şeyleri görmesini, duymasını ve anlatmasını öğretmektir. Belki de bütün duyuları sağlam ve yerinde olan insanların kaybedip de adına '6.his' dediği duyusunu açmaktır ve aslında bu duyunun hiçbir olağanüstülüğü/doğaüstülüğü yoktur; o sadece 'hissetmektir'; yaşamı, dünyayı, insanlığı, doğayı, evreni hissetmektir.Filmin dili ve anlatımı da bu yöndedir; sanki bir şiiri dinler gibi izlersiniz önünüzde akan görüntüleri. Bir yönetmen değil de sanki bir şairdir filmini izlediğiniz. Michelle'nin iç dünyası ne kadar karanlıksa, filmin dünyası da o derece aydınlıktır, ve bu aydınlıktır onun dünyasını da aydınlatacak olan; önemli olan bu aydınlığı hissetmektir. Filmin sonunda kendi içindeki bu aydınlığı, yavaş yavaş kendi aydınlığını kaybetmeye başlayan öğretmenine 'hissettirmeye' çalışacaktır. Film boyunca nasıl Michelle'in dönüşümünü izlemişsek, filmin sonunda da Debraj'ın dönüşümüne ve karanlığa hapsolmasına şahit oluruz. Artık Debraj bir öğrenciye, Michelle de bir öğretmene dönüşmüştür ve Michelle'in dersi de şimdi başlamaktadır.Helen Keller'ın gerçek/yaşanmış hikayelerinden yola çıkan, 1962 ABD yapımı The Miracle Worker isimli siyah-beyaz filmin bir yeniden çekimi. Ama doğrusu, Black'in orjinal filmden çok daha iyi olduğunu söyleyebilirim.Hep uzakdoğudan çalıp çırpan Amerikalılar'dan görmeye alıştığımız yeniden çevrim, bu sefer tam tersi yönde ve çok daha iyi olarak karşımıza çıkıyor. Üstelik filmin gerçek bir hikayeyi anlatması da, ""hadi canım olur mu?"" dememize engel oluyor. Demek içimizde bir yerlerde gerçekten bir ""6.his""simiz varmış. Genelde abartılı oyunculukları (mimikler, beden hareketleri) eleştirilen Hintli oyuncuların canlandırmaları da bu filme, tabiri caizse cuk oturmuş. Yoksa kör ve sağır bir kıza dünyayı, yaşamı nasıl anlatırdınız ? Bollwood sinemasından çıkan bu film etiketinde belirttiği üzere dram konusunu öyle bir işliyor,vermek istediği mesajı seyirciye öyle dokunaklı şekilde hissettiriyorki büyüsüne kapılmamak mümkün değil.Bollwood sinemasının izlemiş olduğum açık ara en iyi filmiydi.Debraj'ın da dediği gibi; '' Ona sözcüklerden bir kanat takacağım Bayan Nair, uçmayı öğreteceğim '' 10 / 9.5"
"4,5",Filmde trajedi hat safhada. Duygusal bir insanın kalbini delik deşik edebilir ve en nihayetinde ağlayabilirsiniz. Konusu da özenle yazılmış ve finale ustalıkla bağlanmış. Elbette oyunculardan bahsetmeden geçemicem. Kelimenin tek manası ile muazzam. Oyunculuk sınırlarını zorlamış olmalılar. Gerçekten insan film değilde gerçekmiş gibi algılayabiliyor. Zaten beni de alıp götüren şey budur. Filmin hissettirdiklerinin ne kadarını alabiliyorsunuz? mesele budur... Sonuç olarak biraz uzun olduğunda yarım yıldız kırdım.. İzlemeli ve izlettirmelisiniz...
"3,0","çok fazla dram ağırlıklı bir filim ama verdiği mesaj çok iyi bir hint filmi ve dram sevmeyenler için çok sıkıcı gelebilir 10 üz. 6,7"
